web-scraper-order,web-scraper-start-url,club-image-src,club-name,club-description
"1523568745-163","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/3f7a0184-9239-4eac-be6f-1f7c97bda22d412a9ac1-e5c9-4da2-8d99-5911139d84bc.jpeg?preset=small-sq","Car Club","We strive to provide a haven for automotive enthusiasts of all kinds and benefit the surrounding community through the collaboration of automotive interests! Join our FB for upcoming events: www.facebook.com/groups/carclubatucfofficial"
"1523568745-429","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/fbc2e083-53ee-438d-a680-9eeb115c9471ee20d9cc-c42f-4c8f-9b6a-a7ce18ddcc48.png?preset=small-sq","National Broadcasting Society","UCF's National Broadcasting Society enhances the development of college students preparing for careers in electronic media industries. Our focus is to develop production/broadcast skills, connect students with professionals and promote excellence."
"1523568745-470","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/cc67f219-cb23-4202-87f3-abf4f89fb21b31f65d5a-26af-4f15-b64a-c9893d0a60c3.jpg?preset=small-sq","Out of State Student Mentoring","OSSM (pronounced ""awesome"") is the Out of State Student Mentoring program at UCF. All first year Out-of-State students are members of the program and each student is paired with an OSSM Mentor! 

OSSM hosts many events including trips to Disney!"
"1523568745-613","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c13e290d-3ae3-488b-ae9b-127cccd9b4f8c9a33be3-8a97-44ed-bfa5-4513bd0c7e32.jpg?preset=small-sq","Student Government Association - Election Commission","The Election Commission serves to promote and facilitate the fall (Senate) and spring (Presidential) elections for the Student Government Association."
"1523568745-452","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b50b1d76-621d-4efb-8bb9-65415461db3aada4f63d-bef8-4902-9abc-4fb2cf0654b3.jpg?preset=small-sq","Northview Area Council","The mission of the Department of Housing and Residence Life is to provide students living in university housing with a safe and secure environment that is conducive to academic and personal achievement."
"1523568745-417","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/c8c7d207-cbf5-4d44-bb06-13582fe9a82d42551737-6059-4e8e-91cb-15ad35b5c78f.png?preset=small-sq","Motorcycle Club","The mission of the Knight Riders  Club is to bring unity among motorcycle riders and enthusiasts in the UCF community."
"1523568745-547","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/ba415cc8-c5b3-4a9c-8269-a227abc5627bf3032c64-8860-4043-beeb-fad41662206e.png?preset=small-sq","Rosen Entertainment Management Society","The mission of Rosen Entertainment Management Society is to provide UCF’s Rosen College Students with hands-on experiences in the entertainment management industry."
"1523568745-212","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/30a638d3-63f6-475d-8ca0-3d2ea7637c063bf196ad-1955-4f10-a188-3fe9223ca494.jpg?preset=small-sq","Cypress Dome Society","The Cypress Dome is a student-produced literary journal that publishes creative writing and visual art by University of Central Florida students."
"1523568745-421","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/27e5f9fb-1b0c-4790-8fd7-9e2e7b07eb7f63721497-cf77-4971-abf7-c15cf339a30a.png?preset=small-sq","Multicultural Psychological Student Association","The Multicultural Psychological student association allows students of different cultures and diverse disciplines to come together under one common interest, psychology. Anyone interested in the field of psychology is welcomed to join."
"1523568745-232","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/6f7448de-dfc4-485a-b53c-87e5e2673557274f7082-80fa-4215-93ff-8f0e12e38bf4.png?preset=small-sq","Don't Shop, Adopt","The mission of Don’t Shop, Adopt is to increase the adoption rates in the Orlando community through educational outreach, fundraising, and service."
"1523568745-585","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/996c8add-fa57-4f86-b22a-c5a6eb31c1597878076c-3726-49db-ae63-2befa90f4c99.jpg?preset=small-sq","Society of Emerging Nanotechnology","The mission of Society of Emerging Nanotechnology is to raise awareness of current research and potential applications of nano and emerging technologies"
"1523568745-556","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/31e7df61-56f8-4ece-a7d9-df8124b365c3371a9846-6ee7-4484-b0f8-ff03cfad205e.JPG?preset=small-sq","Saudi Students Association","The mission of the Saudi Student Association (SSA) is to promote knowledge and awareness of Saudi culture through cultural and social forum within UCF community and within the greater Orlando area."
"1523568745-112","https://knightconnect.campuslabs.com/engage/organizations","","A","To build a network with people that are passionate about animation and art, learn about the different processes of animation and the tools needed to create them, and establish fellowship with other creative organizations."
"1523568745-457","https://knightconnect.campuslabs.com/engage/organizations","","O","Our goal is to provide students at UCF the opportunity to expand their officiating skills within the Orlando area as well as providing UCF and outside organizations quality officials."
"1523568745-440","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/dec4cf07-85d5-4858-8fb4-b8744d54d4d18caf7a4a-2a7c-402d-89af-c7ea91337b29.jpg?preset=small-sq","National Society of Minorities in Hospitality","The National Society of Minorities in Hospitality at UCF is a student-run organization that promotes the professional advancement of minority students in the hospitality industry through developmental programs. All students are welcome!"
"1523568745-310","https://knightconnect.campuslabs.com/engage/organizations","","H","We are the UCF Student chapter of HFES.  Our goal is to facilitate discussion of our discipline, assist students with professional development, disseminate information, and to increase awareness of human factors and ergonomics."
"1523568745-119","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/4d80d32b-3ac9-483a-a082-1c9f3aa2e14dc17ceaec-e0e7-4479-ae09-eab59f1ca556.jpg?preset=small-sq","Association for Computing Machinery - Women","ACM-W's goal is to carry out professional, academic, and personal development activities that engage and empower women in computing and information technology fields."
"1523568745-251","https://knightconnect.campuslabs.com/engage/organizations","","F","FIGGS serves as a forum for graduate students interested in research involving family interactions"
"1523568745-274","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/21cfcf61-a226-4fc9-9e0c-92f83fa18fe9654c3e21-633c-4341-89f0-c662d79b1d4d.png?preset=small-sq","Gamma Sigma Sigma National Service Sorority, Inc.","Gamma Sigma Sigma National Service Sorority was founded in 1952. GSS promotes a lifelong commitment to service and diversity, in an environment of unity and equality, while creating opportunities for growth. Service, Friendship, and Equality!"
"1523568745-546","https://knightconnect.campuslabs.com/engage/organizations","","R","Rosen College International Student Organization’s main mission is to offer Rosen students a support system that is centered around diversity."
"1523568745-319","https://knightconnect.campuslabs.com/engage/organizations","","I","ITE UCF Student Chapter is comprised of students who have a focus in Transportation Engineering. The student chapter holds meetings to bring in professional guest speakers, network with other students and more."
"1523568745-482","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/14de16d3-cd2f-4263-bede-216b8c3a02e0dfbe9864-b485-4771-a5e0-e16334ec2db3.jpg?preset=small-sq","Phi Alpha National Social Work Honor Society","Recognize academic achievement and service work of MSW and BSW Students at UCF"
"1523568745-389","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b9e58c3e-01df-426f-8590-1af8e463f734dbd8d7d9-397f-4587-b5aa-fac9e3983959.jpg?preset=small-sq","Latter-day Saints Student Association","Bible study"
"1523568745-184","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/ea1d2cb0-17aa-400a-88bd-95ed10da7b8471126540-cd59-4697-abb4-3a94ca9f64b7.png?preset=small-sq","Club Kreyol","The mission of Club Kreyol is to be missionaries of the Creole culture by bringing awareness, drawing interest, and illustrating its diversity to UCF and the surrounding community"
"1523568745-325","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/eed8756d-da42-4c32-9819-d296c3496cdd8eb6e61b-fbff-4d71-8f3b-29740eff83db.PNG?preset=small-sq","International City/County Management Association","The purpose of ICMA shall be to introduce and integrate students to the local government management profession and public service; as well as familiarize students with the ICMA National Organization, its members, resources and policies."
"1523568745-159","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/022dbc3f-9b42-4c93-b5ea-a66accbce648652bf13d-9020-4daf-9754-9af9009dfa76.png?preset=small-sq","Campus Activities Board","Our goal is to push the boundaries of campus events through providing diverse and unique entertainment for the UCF student body and Orlando community."
"1523568745-284","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/9cda7cfa-3b68-4dd8-b233-0a65fa13f62d183d1954-f4f5-468c-9e65-890394eff0cc.jpg?preset=small-sq","Graduate Outreach - ROS","To increase awareness of involvement opportunities for all UCF graduate students."
"1523568745-295","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a9eba16c-238a-4608-a5c5-f9a950d042979d07fea5-4bbc-41bf-b338-3497cf9250a0.jpg?preset=small-sq","Happiest Club on Earth at Orlando","The mission of Happiest Club on Earth at Orlando is to provide a community for fans of Walt Disney and the wonderful world he created!"
"1523568745-342","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/85dc8535-7feb-4644-b377-e4465e69189bac809c03-f071-4dcf-993c-ab63521bdb1b.png?preset=small-sq","Kappa Delta Pi, International Honor Society in Education","Kappa Delta Pi (KDP) is an International Honor Society in Education that was founded to foster excellence in education and promote fellowship among those dedicated to teaching."
"1523568745-217","https://knightconnect.campuslabs.com/engage/organizations","","D","South Asian interest social and service fraternity founded on the three pillars of Brotherhood, Discipline, and Commitment."
"1523568745-156","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/3b68a85a-734c-486c-aa89-f570b1c6e594bc41f383-d40c-47e9-a044-e25f9632fdf6.jpg?preset=small-sq","Bronies and Pegasisters","Welcome to Bronies and Pegasisters at UCF! This is a group for people that share an interest in the show My Little Pony: Friendship is Magic. This organization holds My Little Pony related events for anypony to come and enjoy!"
"1523568745-250","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/d2576b82-b282-487b-9b8a-65307bba3b89218d8d8a-409c-45fc-966d-e38a6d1afcc6.JPG?preset=small-sq","Faithful Black Men of the University of Central Florida","establishing a form of trust, love, & understanding in the UCF community by holding a wide range of educational forums, upholding strong roots within our community, and partnering with UCF offices to maintain a sense of belonging for our members."
"1523568745-615","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/ac4e6e84-0496-4637-aead-44b7e13e1655366352c4-4dc4-4f19-a3f0-e8b624231cc0.gif?preset=small-sq","Student Government Association - Legislative Branch (Senate)","The Student Senate of the Student Government Association of the University of Central Florida is comprised of student representatives who solely work with students and Registered Student Organizations."
"1523568745-506","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/61ef5b75-6b6f-4d9b-b0a0-9591cc75482452defebc-04b0-474f-9cd4-e71583431c09.jpg?preset=small-sq","Pre Students of Osteopathic Medical Association","To promote Osteopathic medicine, increase the number of applicants to Osteopathic medical schools, support aspiring Osteopathic physicians at all levels of education, and continue the proud legacy of Osteopathic Medicine."
"1523568745-604","https://knightconnect.campuslabs.com/engage/organizations","","S","To provide a residence life program that encourages a positive living and learning environment, supportive of students' development in the college community by providing quality opportunities and connections for academic and personal growth."
"1523568745-477","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/34986aa6-5370-47ab-a2ed-fcfd5a12f9c4215ed886-6534-41e8-9e13-bfa91853fd48.jpg?preset=small-sq","Pegasus Composers Society","PCS is a music club that focuses on sharing and encouraging our respective passions for music."
"1523568745-532","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/0dc7bc86-97ef-48d1-acff-7b8595e9a23b2f42661e-520e-47b6-8219-89af8874d043.png?preset=small-sq","Radio Television Digital News Association","Radio Television Digital News Association at UCF is a student chapter of the national Radio Television Digital News Association."
"1523568745-522","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a9c230f9-0f6d-44a3-a30d-01be04d59c5f1ac23996-1187-42e7-9dbb-fff242d34bcd.jpg?preset=small-sq","Psi-Chi International Honor Society of Psychology - Orlando","The UCF Orlando Chapter of Psi Chi provides students with opportunities to grow socially, professionally, and academically within the field of psychology."
"1523568745-228","https://knightconnect.campuslabs.com/engage/organizations","","D","The Diversified Greek Council serves as a governing body to the 10 multicultural Greek organizations at the University of Central Florida. We pride ourselves in servicing the Orlando community while maintaining academic excellence at UCF."
"1523568745-220","https://knightconnect.campuslabs.com/engage/organizations","","D","The Purpose of Delta Phi Omega shall be to foster unity among South Asian women, build community awareness, and gain a greater understanding of oneself and others..."
"1523568745-516","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/cee74f19-ec66-44f4-8bc6-b8358e6490e922871520-2b6b-44ea-a84e-229abd1807ed.png?preset=small-sq","Progressive Action at UCF","The mission of Progressive Action at UCF is to organize and rally students around local progressive candidates and causes."
"1523568745-427","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/4db872f5-752b-4cdf-9c5e-746c80fb786f256317ee-8ad6-422b-a24e-2f1ca8a3dacc.JPG?preset=small-sq","National Association of Black Accountants","The National Association of Black Accountants, Inc. (NABA) is one of the nation’s premier professional associations. NABA represents the interests of more than 100,000 people in furthering their educational, professional, and career aspirations."
"1523568745-102","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/1230b105-8581-428b-bfe9-1feaeecacca64cbe9887-c16d-4705-a142-33e8c4b5e833.jpg?preset=small-sq","American Society of Heating, Refrigerating, and Air-Conditioning Engineers","To advance the arts and sciences of heating, ventilating, air conditioning and refrigerating to serve humanity and promote a sustainable world."
"1523568745-514","https://knightconnect.campuslabs.com/engage/organizations","","P","The PGSA will strive to promote awareness, strengthen LGBTQ+ competency and social responsibility by boosting the professional and social exploration for LGBTQ+ graduate students and their allies."
"1523568745-241","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/2ab5d3ac-80a3-4048-b588-34fd87d043edf1a85e1f-a09b-4902-965b-8e418e0080f6.jpg?preset=small-sq","Engineers Without Borders","To partner with disadvantaged communities to improve their quality of life through implementation of environmentally sound and economically sustainable engineering projects, while developing internationally responsible engineering students."
"1523568745-80","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/facce70b-bc54-4372-a8ae-dc83cd1d74ab25d90253-1e5e-4bc3-9a6a-04f1d5e21ca9.png?preset=small-sq","Alpha Epsilon Pi","Alpha Epsilon Pi was founded to provide opportunities for the Jewish college man seeking the best possible college and fraternity experience."
"1523568745-116","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/f581cb86-016b-4823-bcf8-58adf2cc299fd2638b01-a393-4b17-a88c-fa4bb0444698.jpg?preset=small-sq","Asian Student Association","The Asian Student Association, founded in 1999, is a non-profit organization at the University of Central Florida. We are here to provide a social and academic support network for the Asian American community at UCF."
"1523568745-215","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/6cf2e603-9b33-4ca8-9716-ecb5f2143ade26978042-0c3e-43e0-ab53-943035cd0943.jpg?preset=small-sq","Delta Delta Delta Fraternity","Tridelta is a group of motivated women, empowering one another to be the greatest they can be during our collegiate years. We hold St. Jude close to our hearts, and are active in our community."
"1523568745-266","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5d75ff1b-f1a6-4cf5-82dc-583d03f14498b1df3266-77cf-4ea4-9f60-f27ac775afca.jpg?preset=small-sq","Future Educators Association","Future Educators Association is open to all students in the education field. FEA hosts different events each semester for UCF students to gain volunteer experience while working with students grades K-12."
"1523568745-367","https://knightconnect.campuslabs.com/engage/organizations","","K","The mission of Knights for Kids is to promote, fundraise, and inform about different pediatric volunteering opportunities in the Central Florida area."
"1523568745-579","https://knightconnect.campuslabs.com/engage/organizations","","S","The mission of Social Justice and Advocacy (SJA) is to promote an equitable campus environment where all are assured that diversity, in its many forms, is valued."
"1523568745-533","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/897e77d4-b55e-4f77-932d-5a79d62c965f7a96f28c-166d-4954-9de8-138ca1b00a5a.png?preset=small-sq","Raising Hope","The mission of Raising Hope is to alleviate the financial pressure on family members who have a sick child by dedicating a semester to fundraising for their child."
"1523568745-318","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/753d89ab-b6ac-4660-9e9e-289dc4d46552b59321f5-ced1-4b40-a48c-4b827e18b960.jpg?preset=small-sq","Institute of Industrial and Systems Engineers","Provides professional networking and seminars for those in the Industrial Engineering and Systems Engineering discipline."
"1523568745-412","https://knightconnect.campuslabs.com/engage/organizations","","M","UCF Men's Water Polo is committed to growing the sport at UCF and being a competitive participant in the Collegiate Water Polo Association. UCF is ranked #2 in Florida Collegiate water polo, and ranked top 5 for the past 4 years. We welcome everyone, n..."
"1523568745-173","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/96364900-a4d9-4463-924f-492ba060521b88209d9f-fed6-49a4-afc8-9a9f8ff8eb03.jpg?preset=small-sq","Chess Club","To improve our knowledge of chess, make friends, and play chess. No previous experience need, so beginners are welcomed!! We are an USCF affiliated club and now form part of the Florida college chess foundation. We are still very active as of Spring 2018"
"1523568745-431","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/29b7e25a-ed5e-4c2d-80ef-adbb550cb70690391f0d-8657-4b24-8cf7-ccf86b978e60.jpg?preset=small-sq","National Council of Negro Women","The National Council of Negro Women is a nationally recognized nonprofit organization with a mission to Lead, Develop and Advocate for women of color. The National Council of Negro Women at UCF have been making a lasting contribution since 2005."
"1523568745-314","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a22891ec-1f03-49cf-a505-d7004cb4a8523f1f259a-e48f-4830-b187-a317a9fcee2c.png?preset=small-sq","Indian Student Association","The Indian Student Association was formed in 1983 with the goal of preserving and spreading the rich traditions and culture of India. We aim to form strong bonds with all of our members, as well as supporting the local community through community service."
"1523568745-328","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/3c22729c-ccc4-4d49-a494-0b15af229e6c8c8ab7ba-375e-46b2-b7cd-3ef657a50919.png?preset=small-sq","International Student Association","The mission of ISA is to provide support to international students who are far from home; to connect with each other; to educate one another about variations and similarities among our cultures, while embracing our diversity."
"1523568745-108","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/714cd531-0468-43bb-bebb-cb804487f577e3f157f5-c280-4328-bb2e-fada5b6a6c59.jpg?preset=small-sq","Anime Spot","Anime Spot is the anime club at the University of Central Florida.

We are a highly active club at the University of Central Florida that has been around since 2006. We make a point to have a wide variety of events and show a wide variety of anime."
"1523568745-454","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/86c235e2-1c9d-451b-99c1-f777d6519d9d7c45f851-a4c7-4a93-8178-ca2ecd41f827.png?preset=small-sq","Office of Research and Community Engagement","The Burnett Honors College has long been known for providing quality instruction in our classrooms and laboratories so that our Honors graduates are prepared for rich and productive lives in the workplace. We have now expanded our educational horizons so"
"1523568745-264","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/41fd26ea-b9bb-48b2-8ea8-a49bb71d815e759142e5-31b8-46cd-bbac-fb5b40cbed18.jpg?preset=small-sq","Forensic Science Association","The Forensic Science Association is a pre-professional organization at UCF that focuses on educating the Central Florida community about forensic science and providing support to forensic science majors by connecting them to incredible opportunities."
"1523568745-580","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/3485a974-92e6-4d30-9a64-799f71870b23e89d09d5-0c96-4605-97ca-c7f53f175b20.jpg?preset=small-sq","Society for Human Resource Management","The Society for Human Resource Management Student Chapter at UCF will take you to the next level and provide the resources you need to accomplish your professional goals in human resource management. Open to ALL UCF majors!"
"1523568745-517","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/54af77ed-4f4e-4285-8059-aca090c6948f4a90981b-0d93-410d-91bd-5fa2a60a4d0d.jpg?preset=small-sq","Progressive Black Men, Incorporated","Progressive Black Men, Inc. aims to eradicate negative stereotypes placed on people of African descent through Academic Excellence, Communal Support, and the Fellowship of Brothers."
"1523568745-143","https://knightconnect.campuslabs.com/engage/organizations","","B","To build brotherhood, foster scholarship, and seek out Men of Principle."
"1523568745-185","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b398bf72-9a39-428e-ab60-fdf4177066fba26fa12d-6af1-44f3-9fb8-1c182d3e286b.jpg?preset=small-sq","Club Managers Association of America","The Club Managers Association of America (CMAA) is the professional Association for managers of membership clubs."
"1523568745-153","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/7f350a90-004b-48af-aa51-bdbf3198faa6e0279428-2bd3-4796-8217-861da15967d5.JPG?preset=small-sq","Brazilian Jiu Jitsu Knights","Aim to teach Brazilian Jiu-jitsu to all members of the club, helping all to be proficient in self-defense and discipline."
"1523568745-103","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/6bd18096-2b52-4c02-a798-525d303af47f0cf120f3-a3a7-4dcb-a607-635f80cd90e9.jpg?preset=small-sq","American Society of Highway Engineers","To provide a forum for members and partners of the highway industry that supports education, innovation, and fellowship; promoting a safe and efficient highway system."
"1523568745-396","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5f505881-547d-4428-a94a-07b88b48700325f6a2a5-cd2b-48eb-b50d-60d48b279cb2.png?preset=small-sq","LGBTQ+ Services","LGBTQ+ Services is a resource office for LGBTQ+ students, allies, and anyone interested in LGBTQ+ issues. We are an entry point for anyone looking for resources relating to sexual orientation or gender identity."
"1523568745-590","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5bbf3c51-ad0e-4375-b535-6243c732b6e891a4c8f8-1b7a-4c3e-85c1-5477ba2f6d09.jpg?preset=small-sq","Society of Physics Students","The purpose of this Chapter shall be the advancement and diffusion of knowledge of the science of physics and the encouragement of student interest in physics throughout the academic and local communities."
"1523568745-248","https://knightconnect.campuslabs.com/engage/organizations","","E","The mission of the Department of Housing and Residence Life is to provide students living in university housing with a safe and secure environment that is conducive to academic and personal achievement."
"1523568745-436","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/e86b713a-2a94-4ae5-923d-cec9fee86ac50e172436-58d2-46e3-b4be-7f9aeb598d91.png?preset=small-sq","National Science Teachers Association Student Chapter Affiliate at UCF","NSTA at UCF is a student chapter affiliate of the National Science Teachers Association.  Our mission is to encourage preservice teachers to value the elements of STEM in their curriculum. We provide resources and professional development opportunities."
"1523568745-394","https://knightconnect.campuslabs.com/engage/organizations","","L","The mission of the Department of Housing and Residence Life is to provide students living in university housing with a safe and secure environment that is conducive to academic and personal achievement."
"1523568745-142","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/b413f46c-0f68-4bed-b86c-7a55e340d0c824ac3bcb-1b97-4673-9187-94da879bffaf.png?preset=small-sq","Beta Psi Omega Professional Biology Fraternity","The mission of Beta Psi Omega is to provide a supportive brotherhood for students pursuing the biological sciences professionally and academically and to further the advancement of biology as a science and as a profession."
"1523568745-293","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/7d2c6b52-0f26-4ad6-b961-c8a13f57adddfae271ba-6377-469d-a0c3-8427cc4b9fd9.png?preset=small-sq","Habitat for Humanity at UCF","To develop communities with people in need by building and renovating houses so that there are decent houses in decent communities in which every family can live and grow."
"1523568745-268","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/ac3c49e4-77cb-4008-aa59-ef77de722166b23fd932-1630-42e6-808c-93cfe875fe01.jpg?preset=small-sq","Future Technical Communicators","Future Technical Communicators (FTC) welcomes students who are interested in pursuing careers in the technical communication field, although membership is open to students from all majors."
"1523568745-157","https://knightconnect.campuslabs.com/engage/organizations","","B","The mission of the Department of Housing and Residence Life is to provide students living in university housing with a safe and secure environment that is conducive to academic and personal achievement."
"1523568745-351","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/02b78fe7-9d55-4def-a443-19a3dadf5c7cd9fc6b40-bd59-4389-a64a-8bfadce38c47.png?preset=small-sq","Knight Hacks","The mission of Knight Hacks is to promote creativity within the Computer Science and Engineering community by planning and executing “Hackathons”. We hold workshops throughout the year to give hands on experience with different technologies to attendees."
"1523568745-107","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/406bf7b2-913a-4bc0-a373-9a62b52a0b2d78ef4b45-7b0a-4b32-ab33-477e32f86b55.jpg?preset=small-sq","Amnesty International","As the largest non-profit grassroots organization in the world, Amnesty International seeks to maintain the human rights standards set forth by the Universal Declaration of Human Rights, defending dignity, justice, and truth locally and abroad."
"1523568745-612","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/5378fa61-3d0d-43db-9454-095fecfc6536f79b81a4-2b0d-449b-b282-aff385d05e73.jpg?preset=small-sq","Student Council for Exceptional Children - Orlando","The Council for Exceptional Children (CEC) is the largest international organization dedicated to improving educational outcomes for individuals with disabilities, and/or the gifted. CEC advocates for appropriate government policies, sets of professional"
"1523568745-105","https://knightconnect.campuslabs.com/engage/organizations","","A","The mission of American Water Resources Association is to peak student interest and expand ideas in the water resources field as well as preparing students interested in these topics for their life and career after college."
"1523568745-333","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/f466942a-0f14-4b7f-afd2-f108e68e308182d68e00-02a5-4295-8e10-e7d4dcb582dc.jpg?preset=small-sq","Italian Club","The mission of the Italian Club at UCF is to promote and Italian-rich learning environment for all students studying the language and culture, and for all students looking to learn more."
"1523568745-599","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/1ccd3acd-8f88-46d0-8a15-4686c607b40daf4adde0-ee7b-4744-a4a8-b0e46615d204.jpg?preset=small-sq","Splash Pals at UCF","Splash Pals gathers students to learn about adapted aquatics and the benefit it provides to individuals with developmental disabilities and sources volunteering opportunities for the club's members to gain real world hands-on experience."
"1523568745-437","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/444ff49a-e998-46eb-b647-6b0cebd45647ba7d146c-5239-4312-92c9-25df5078b0cd.jpg?preset=small-sq","National Society of Black Engineers","The National Society of Black Engineers Mission Statement is, ""To increase the number of culturally responsible Black Engineers, who excel academically, succeed professionally, and positively impact the community""."
"1523568745-218","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/eca3b12b-ece5-4755-9031-78ad5682894c2bf48a3d-d2a0-4214-a0c2-fbd8294ab348.jpg?preset=small-sq","Delta Lambda Phi Fraternity","Delta Lambda Phi is a fraternity of gay, bisexual, transgender, and progressive men. We strive for greatness and never settle for less. If you're looking for a brotherhood experience like no other, Delta Lambda Phi is the place for you."
"1523568745-379","https://knightconnect.campuslabs.com/engage/organizations","https://images.collegiatelink.net/clink/images/a725800c-2ba2-4df5-b8b3-cb02ddfdc24a4d4a9ee9-6422-4852-9ed1-893b144cd5d2.png?preset=small-sq","Knights Special Events Society","The mission of Knights Special Events Society is to provide members and stakeholders collaborative networking, education, professional development, inspiration and outward awareness, and credibility to ensure a thriving global creative events profession."
"1523568745-227","https://knightconnect.campuslabs.com/engage/organizations","","D","The Dissemination of Research in Anxiety Disorders is a graduate student organization dedicated to the study, discussion, and dissemination of clinical research and treatment of anxiety disorders."
